Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PINEVALE,10 Tampines Street 73  #06-02 ,1,120,Strata,920000,-,7667,712,22-Apr-16,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #09-08 ,1,126,Strata,1020000,-,8095,752,20-Apr-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
THE ESPARIS,9A Pasir Ris Drive 4  #08-22 ,1,136,Strata,1085000,-,7978,741,5-Apr-16,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
THE EDEN AT TAMPINES,37 Tampines Street 34  #01-44 ,1,138,Strata,968000,-,7014,652,29-Mar-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529240,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #06-05 ,1,116,Strata,950000,-,8190,761,24-Mar-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #04-28 ,1,119,Strata,930000,-,7815,726,21-Mar-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #06-02 ,1,111,Strata,880000,-,7928,737,14-Mar-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #01-08 ,1,161,Strata,1260000,-,7826,727,2-Mar-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529862,East Region,Tampines
THE EDEN AT TAMPINES,33 Tampines Street 34  #05-34 ,1,115,Strata,945000,-,8217,763,1-Mar-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529238,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #02-03 ,1,110,Strata,850000,-,7727,718,18-Feb-16,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519493,East Region,Pasir Ris
EASTVALE,35 Pasir Ris Drive 3  #06-08 ,1,102,Strata,800000,-,7843,729,15-Feb-16,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
THE EDEN AT TAMPINES,37 Tampines Street 34  #04-42 ,1,126,Strata,1070000,-,8492,789,4-Feb-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529240,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #02-20 ,1,80,Strata,740000,-,9250,859,3-Feb-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #03-15 ,1,111,Strata,845000,-,7613,707,2-Feb-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
PINEVALE,4 Tampines Street 73  #08-04 ,1,120,Strata,930000,-,7750,720,25-Jan-16,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
THE EDEN AT TAMPINES,35 Tampines Street 34  #09-39 ,1,126,Strata,1070000,-,8492,789,21-Jan-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529239,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #08-09 ,1,80,Strata,780000,-,9750,906,18-Jan-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
THE EDEN AT TAMPINES,29 Tampines Street 34  #05-29 ,1,115,Strata,960000,-,8348,776,12-Jan-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529236,East Region,Tampines
PINEVALE,10 Tampines Street 73  #08-02 ,1,120,Strata,918000,-,7650,711,8-Jan-16,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528827,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #06-13 ,1,123,Strata,980000,-,7967,740,6-Jan-16,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #04-07 ,1,111,Strata,920000,-,8288,770,4-Jan-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #04-04 ,1,116,Strata,890000,-,7672,713,29-Dec-15,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
PINEVALE,6 Tampines Street 73  #11-01 ,1,120,Strata,1050000,-,8750,813,18-Dec-15,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
THE EDEN AT TAMPINES,31 Tampines Street 34  #03-32 ,1,138,Strata,1160000,-,8406,781,17-Dec-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529237,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #07-14 ,1,120,Strata,950000,-,7917,735,16-Dec-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #09-10 ,1,106,Strata,878000,-,8283,770,8-Dec-15,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
EASTVALE,35 Pasir Ris Drive 3  #05-06 ,1,119,Strata,988000,-,8303,771,1-Dec-15,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
ARC AT TAMPINES,21 Tampines Avenue 8  #05-33 ,1,100,Strata,800000,-,8000,743,1-Dec-15,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,HDB,18,52,529604,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #10-26 ,1,225,Strata,1710000,-,7600,706,17-Nov-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #08-30 ,1,111,Strata,928000,-,8360,777,11-Nov-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529237,East Region,Tampines
THE EDEN AT TAMPINES,31 Tampines Street 34  #04-30 ,1,111,Strata,935000,-,8423,783,6-Nov-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529237,East Region,Tampines
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #04-08 ,1,126,Strata,910000,-,7222,671,27-Oct-15,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529868,East Region,Tampines
WHITEWATER,23 Pasir Ris Street 72  #12-06 ,1,105,Strata,940000,-,8952,832,22-Oct-15,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
THE EDEN AT TAMPINES,37 Tampines Street 34  #07-44 ,1,112,Strata,920000,-,8214,763,21-Oct-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529240,East Region,Tampines
THE ESPARIS,7A Pasir Ris Drive 4  #01-07 ,1,117,Strata,938000,-,8017,745,16-Oct-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519460,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #06-06 ,1,90,Strata,838000,-,9311,865,16-Oct-15,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #04-09 ,1,80,Strata,770000,-,9625,894,12-Oct-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
THE EDEN AT TAMPINES,35 Tampines Street 34  #10-38 ,1,112,Strata,1000000,-,8929,829,9-Oct-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529239,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #02-21 ,1,112,Strata,845000,-,7545,701,2-Oct-15,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #06-21 ,1,112,Strata,910000,-,8125,755,21-Sep-15,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
BELYSA,57 Pasir Ris Drive 1  #01-07 ,1,171,Strata,1290000,-,7544,701,21-Sep-15,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,HDB,18,51,519531,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #10-27 ,1,112,Strata,930000,-,8304,771,16-Sep-15,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #04-08 ,1,123,Strata,970000,-,7886,733,14-Sep-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519460,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #05-24 ,1,110,Strata,925000,-,8409,781,3-Sep-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
EASTVALE,37 Pasir Ris Drive 3  #10-02 ,1,120,Strata,922000,-,7683,714,1-Sep-15,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519494,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #05-08 ,1,123,Strata,950000,-,7724,718,25-Aug-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519460,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #01-12 ,1,130,Strata,988000,-,7600,706,18-Aug-15,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #13-13 ,1,111,Strata,910000,-,8198,762,17-Aug-15,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #08-05 ,1,120,Strata,975000,-,8125,755,31-Jul-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
THE EDEN AT TAMPINES,33 Tampines Street 34  #08-35 ,1,138,Strata,1120000,-,8116,754,24-Jul-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529238,East Region,Tampines
EASTVALE,33 Pasir Ris Drive 3  #07-04 ,1,102,Strata,900000,-,8824,820,14-Jul-15,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519492,East Region,Pasir Ris
THE EDEN AT TAMPINES,37 Tampines Street 34  #06-44 ,1,112,Strata,938000,-,8375,778,2-Jul-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529240,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #13-11 ,1,111,Strata,930000,-,8378,778,29-Jun-15,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #07-06 ,1,109,Strata,880000,-,8073,750,18-Jun-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
PINEVALE,12 Tampines Street 73  #09-04 ,1,129,Strata,950000,-,7364,684,29-May-15,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528828,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #06-06 ,1,90,Strata,825000,-,9167,852,22-May-15,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
PINEVALE,12 Tampines Street 73  #08-04 ,1,129,Strata,930000,-,7209,670,18-May-15,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528828,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #08-11 ,1,111,Strata,930000,-,8378,778,12-May-15,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #03-05 ,1,116,Strata,960000,-,8276,769,7-May-15,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
THE ESPARIS,9A Pasir Ris Drive 4  #02-17 ,1,110,Strata,930000,-,8455,785,6-May-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #07-12 ,1,110,Strata,905000,-,8227,764,30-Apr-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #07-01 ,1,94,Strata,850000,-,9043,840,29-Apr-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
THE EDEN AT TAMPINES,31 Tampines Street 34  #01-31 ,1,170,Strata,1250000,-,7353,683,29-Apr-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529237,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #07-08 ,1,126,Strata,1000000,-,7937,737,24-Apr-15,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #06-15 ,1,115,Strata,970000,-,8435,784,16-Apr-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
EASTVALE,37 Pasir Ris Drive 3  #05-01 ,1,102,Strata,850000,-,8333,774,15-Apr-15,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519494,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #09-11 ,1,110,Strata,910000,-,8273,769,8-Apr-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
PINEVALE,6 Tampines Street 73  #12-04 ,1,119,Strata,950000,-,7983,742,8-Apr-15,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #04-27 ,1,120,Strata,960000,-,8000,743,26-Mar-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #09-20 ,1,120,Strata,1020000,-,8500,790,25-Mar-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
PINEVALE,8 Tampines Street 73  #14-04 ,1,119,Strata,960000,-,8067,749,24-Mar-15,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528826,East Region,Tampines
THE EDEN AT TAMPINES,27 Tampines Street 34  #01-25 ,1,138,Strata,970000,-,7029,653,23-Mar-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529235,East Region,Tampines
PINEVALE,2 Tampines Street 73  #08-03 ,1,120,Strata,970000,-,8083,751,17-Mar-15,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #04-02 ,1,111,Strata,918000,-,8270,768,16-Mar-15,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #03-08 ,1,126,Strata,973000,-,7722,717,11-Mar-15,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
PINEVALE,8 Tampines Street 73  #05-02 ,1,129,Strata,938000,-,7271,676,10-Mar-15,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528826,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #02-02 ,1,109,Strata,848000,-,7780,723,4-Mar-15,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
PINEVALE,2 Tampines Street 73  #11-03 ,1,120,Strata,960000,-,8000,743,27-Feb-15,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528823,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #11-01 ,1,128,Strata,970000,-,7578,704,13-Feb-15,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #15-23 ,1,107,Strata,917000,-,8570,796,6-Feb-15,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #10-01 ,1,128,Strata,1080000,-,8438,784,4-Feb-15,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
THE EDEN AT TAMPINES,33 Tampines Street 34  #09-36 ,1,138,Strata,1300000,-,9420,875,3-Feb-15,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529238,East Region,Tampines
PINEVALE,8 Tampines Street 73  #05-01 ,1,129,Strata,918000,-,7116,661,30-Jan-15,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528826,East Region,Tampines
PINEVALE,10 Tampines Street 73  #09-04 ,1,129,Strata,972000,-,7535,700,28-Nov-14,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #15-14 ,1,107,Strata,928000,-,8673,806,28-Nov-14,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #01-22 ,1,170,Strata,1250000,-,7353,683,26-Nov-14,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #08-08 ,1,94,Strata,890000,-,9468,880,17-Nov-14,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #10-07 ,1,111,Strata,930000,-,8378,778,14-Nov-14,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #01-01 ,1,117,Strata,975000,-,8333,774,14-Nov-14,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #09-15 ,1,120,Strata,1018000,-,8483,788,14-Nov-14,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #11-18 ,1,106,Strata,915000,-,8632,802,11-Nov-14,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #10-15 ,1,225,Strata,1660000,-,7378,685,29-Oct-14,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
PINEVALE,4 Tampines Street 73  #11-01 ,1,146,Strata,1205000,-,8253,767,27-Oct-14,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #04-08 ,1,126,Strata,1000000,-,7937,737,23-Oct-14,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
THE EDEN AT TAMPINES,29 Tampines Street 34  #09-26 ,1,115,Strata,1020000,-,8870,824,16-Oct-14,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529236,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #05-15 ,1,120,Strata,1000000,-,8333,774,14-Oct-14,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #09-01 ,1,120,Strata,1003000,-,8358,777,8-Oct-14,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
WHITEWATER,23 Pasir Ris Street 72  #15-05 ,1,105,Strata,915000,-,8714,810,27-Aug-14,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518765,East Region,Pasir Ris
PINEVALE,12 Tampines Street 73  #05-01 ,1,124,Strata,1020000,-,8226,764,20-Aug-14,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528828,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #03-03 ,1,90,Strata,830000,-,9222,857,18-Aug-14,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #01-06 ,1,119,Strata,925000,-,7773,722,8-Aug-14,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
PINEVALE,2 Tampines Street 73  #12-03 ,1,120,Strata,960000,-,8000,743,7-Aug-14,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
PINEVALE,12 Tampines Street 73  #08-02 ,1,119,Strata,990000,-,8319,773,18-Jul-14,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528828,East Region,Tampines
THE ESPARIS,7A Pasir Ris Drive 4  #02-06 ,1,109,Strata,855000,-,7844,729,7-Jul-14,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519460,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #05-05 ,1,116,Strata,990000,-,8534,793,18-Jun-14,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529862,East Region,Tampines
THE ESPARIS,7A Pasir Ris Drive 4  #06-08 ,1,123,Strata,1080000,-,8780,816,3-Jun-14,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
EASTVALE,35 Pasir Ris Drive 3  #06-02 ,1,111,Strata,940000,-,8468,787,29-May-14,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
THE EDEN AT TAMPINES,37 Tampines Street 34  #09-42 ,1,126,Strata,1100000,-,8730,811,23-May-14,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529240,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #01-12 ,1,118,Strata,1080000,-,9153,850,21-May-14,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
PINEVALE,4 Tampines Street 73  #10-03 ,1,120,Strata,1000000,-,8333,774,19-May-14,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528824,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #07-23 ,1,106,Strata,940000,-,8868,824,8-May-14,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #03-05 ,1,120,Strata,1038000,-,8650,804,25-Apr-14,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
PINEVALE,12 Tampines Street 73  #09-02 ,1,119,Strata,960000,-,8067,749,22-Apr-14,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528828,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #04-19 ,1,94,Strata,888000,-,9447,878,21-Apr-14,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #01-03 ,1,130,Strata,880000,-,6769,629,2-Apr-14,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #15-12 ,1,117,Strata,1070000,-,9145,850,26-Mar-14,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #07-01 ,1,123,Strata,1053888,-,8568,796,21-Mar-14,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
